time(s),Temperature (in),isHeaterOn1(in),isHeaterOn2(in),Duty cycle(in)Controller output % (out),Set point (internal),Derivative (internal),Integral (internal),Proportional (internal),Last error (internal)






0.0,29.5,0.0,0.0,1105985536
0.0,0.0,0.0,0.0,0.0,-29.5
3.899,29.5,0.0,0.0,1105985536
6.124,0.0,-6.189700196426902e+26,9.10844001811131e-44,0
7.251,0.0,6.053968098290077e-39,0.0,16777216,0.0,0.0,0.0,0.0,0.0,-29.5
8.377,-6.189700196426902e+26,9.10844001811131e-44,0.0,256,0.0,0.0,0.0,0.0,0.0,0.0
9.504,29.5,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
10.63,29.5,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,6.189700196426902e+26
0.0,0.0,0.0,0.0,0.0,-29.5
11.752,29.5,0.0,0.0,1
12.878,29.5,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,-29.5
14.001,29.5,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,-29.5
15.127,29.5,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,-29.5
16.249,29.5,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,-29.5
17.376,29.5,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,-29.5
18.498,29.5,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,-29.5
19.624,29.5,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,-29.5

20.747,29.5,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,-29.5
21.873,29.5,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,-29.5
22.995,29.5,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,-29.5
24.117,29.5,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,-29.5
25.244,29.5,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,-29.5
26.367,29.5,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,-29.5
27.492,29.5,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,-29.5
28.614,29.5,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,-29.5
29.741,29.5,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,-29.5
30.863,29.5,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,-29.5
31.989,29.5,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,-29.5
33.112,29.5,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,-29.5
34.238,29.5,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,-29.5
35.36,29.5,0.0,0.0,1
36.488,29.5,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,-29.5
37.609,29.5,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,-29.5
0.0,0.0,0.0,0.0,0.0,-29.5
38.735,29.5,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,-29.5
39.858,29.5,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,-29.5
40.984,29.5,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,-29.5
42.106,29.5,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,-29.5
43.233,29.5,0.0,0.0,1
44.355,29.5,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,-29.5
45.481,29.5,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,-29.5
46.603,29.5,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,-29.5
0.0,0.0,0.0,0.0,0.0,-29.5
47.73,29.5,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,-29.5
48.852,29.5,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,-29.5
49.978,29.5,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,-29.5
51.101,29.5,0.0,0.0,1
52.227,29.5,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,-29.5
53.349,29.5,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,-29.5
54.475,29.5,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,-29.5
55.598,29.5,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,-29.5
56.724,29.5,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,-29.5
0.0,0.0,0.0,0.0,0.0,-29.5
57.846,29.5,0.0,0.0,1
58.973,29.5,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,-29.5
60.095,29.5,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,-29.5
61.221,29.5,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,-29.5
62.344,29.5,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,-29.5
63.47,29.5,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,-29.5
64.592,29.5,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,-29.5
65.718,29.5,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,-29.5

66.841,29.5,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,-29.5
67.967,29.5,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,-29.5
69.089,29.5,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,-29.5
70.215,29.5,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,-29.5
71.338,29.5,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,-29.5
72.464,29.5,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,-29.5
73.587,29.5,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,-29.5
74.713,29.5,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,-29.5
75.835,29.5,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,-29.5
76.961,29.5,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,-29.5
78.084,29.5,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,-29.5
79.21,29.5,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,-29.5
80.332,29.5,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,-29.5
81.455,29.5,0.0,0.0,1
82.581,29.5,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,-29.5
83.703,29.5,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,-29.5
0.0,0.0,0.0,0.0,0.0,-29.5
84.83,29.5,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,-29.5
85.952,29.5,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,-29.5
87.078,29.5,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,-29.5
