time(s),Temperature (in),Heater 1 %(in),Heater 2 %(in)
1882.369,39.5,100.0,0.0
1883.487,39.5,100.0,0.0
1884.609,39.5,100.0,0.0
1885.727,39.5,100.0,0.0
1886.849,39.5,100.0,0.0
1887.967,39.5,100.0,0.0

1889.09,39.5,100.0,0.0
1890.208,39.5,100.0,0.0
1891.33,39.5,100.0,0.0
1892.449,39.5,100.0,0.0
1893.57,39.5,100.0,0.0
1894.689,39.5,100.0,0.0
1895.811,40.0,100.0,0.0
1896.929,40.0,100.0,0.0

1898.052,40.0,100.0,0.0
1899.169,40.0,100.0,0.0
1900.292,40.0,100.0,0.0
1901.41,40.0,100.0,0.0
1902.532,40.0,100.0,0.0
1903.657,40.0,100.0,0.0
1904.773,40.0,100.0,0.0
1905.891,40.0,100.0,0.0

1907.013,40.0,100.0,0.0
1908.131,40.0,100.0,0.0
1909.253,40.0,100.0,0.0
1910.372,40.0,100.0,0.0
1911.494,40.0,100.0,0.0
1912.612,40.0,100.0,0.0
1913.734,40.0,100.0,0.0
1914.853,40.0,100.0,0.0
1915.975,40.0,100.0,0.0

1917.093,40.0,100.0,0.0
1918.215,40.0,100.0,0.0
1919.333,40.0,100.0,0.0
1920.456,40.0,100.0,0.0
1921.574,40.0,100.0,0.0
1922.696,40.0,100.0,0.0
1923.815,40.0,100.0,0.0
1924.937,40.0,100.0,0.0

1926.055,40.0,100.0,0.0
1927.177,40.0,100.0,0.0
1928.295,40.0,100.0,0.0
1929.413,40.0,100.0,0.0
1930.535,40.0,100.0,0.0
1931.654,40.0,100.0,0.0
1932.776,40.0,100.0,0.0
1933.894,40.0,100.0,0.0
1935.021,40.0,100.0,0.0

1936.134,40.0,100.0,0.0
1937.257,40.0,100.0,0.0
1938.375,40.0,100.0,0.0
1939.497,40.0,100.0,0.0
1940.615,40.0,100.0,0.0
1941.737,40.0,100.0,0.0
1942.855,40.0,100.0,0.0
1943.978,40.0,100.0,0.0

1945.096,40.0,100.0,0.0
1946.221,40.0,100.0,0.0
1947.337,40.0,100.0,0.0
1948.459,40.0,100.0,0.0
1949.577,40.0,100.0,0.0
1950.7,40.0,100.0,0.0
1951.82,40.0,100.0,0.0
1952.941,40.0,100.0,0.0
1954.059,40.0,100.0,0.0

1955.18,40.0,100.0,0.0
1956.299,40.0,100.0,0.0
1957.421,40.0,100.0,0.0
1958.541,40.0,100.0,0.0
1959.661,40.0,100.0,0.0
1960.781,40.0,100.0,0.0
1961.902,40.0,100.0,0.0
1963.019,40.0,100.0,0.0

1964.143,40.0,100.0,0.0
1965.26,40.0,100.0,0.0
1966.382,40.0,100.0,0.0
1967.501,40.0,100.0,0.0
1968.622,40.0,100.0,0.0
1969.741,40.0,100.0,0.0
1970.863,40.0,100.0,0.0
1971.981,40.0,100.0,0.0

1973.103,40.0,100.0,0.0
1974.222,40.0,100.0,0.0
1975.344,40.0,100.0,0.0
1976.462,40.0,100.0,0.0
1977.584,40.0,100.0,0.0
1978.703,40.0,100.0,0.0
1979.825,40.0,100.0,0.0
1980.943,40.0,100.0,0.0
1982.065,40.0,100.0,0.0

1983.185,40.0,100.0,0.0
1984.305,40.0,100.0,0.0
1985.424,40.0,100.0,0.0
1986.546,40.0,100.0,0.0
1987.664,40.0,100.0,0.0
1988.786,40.5,100.0,0.0
1989.904,40.5,100.0,0.0
1991.023,40.5,100.0,0.0

1992.145,40.5,100.0,0.0
1993.265,40.5,100.0,0.0
1994.387,40.5,100.0,0.0
1995.504,40.5,100.0,0.0
1996.626,40.5,100.0,0.0
1997.744,40.5,100.0,0.0
1998.866,40.5,100.0,0.0
1999.984,40.5,100.0,0.0
2001.108,40.5,100.0,0.0

2002.225,40.5,100.0,0.0
2003.347,40.5,100.0,0.0
2004.465,40.5,100.0,0.0
2005.587,40.5,100.0,0.0
2006.706,40.5,100.0,0.0
2007.828,40.5,100.0,0.0
2008.946,40.5,100.0,0.0
2010.068,40.5,100.0,0.0

2011.186,40.5,100.0,0.0
2012.309,40.5,100.0,0.0
2013.427,40.5,100.0,0.0
2014.55,40.5,100.0,0.0
2015.667,40.5,100.0,0.0
2016.79,40.5,100.0,0.0
2017.908,40.5,100.0,0.0
2019.03,40.5,100.0,0.0
2020.148,40.5,100.0,0.0

2021.27,40.5,100.0,0.0
2022.389,40.5,100.0,0.0
2023.511,40.5,100.0,0.0
2024.633,40.5,100.0,0.0
2025.752,40.5,100.0,0.0
2026.87,40.5,100.0,0.0
2027.992,40.5,100.0,0.0
2029.11,40.5,100.0,0.0

2030.232,40.5,100.0,0.0
2031.351,40.5,100.0,0.0
2032.472,40.5,100.0,0.0
2033.591,40.5,100.0,0.0
2034.713,40.5,100.0,0.0
2035.831,40.5,100.0,0.0
2036.953,40.5,100.0,0.0
2038.071,40.5,100.0,0.0

2039.194,40.5,100.0,0.0
2040.312,40.5,100.0,0.0
2041.434,40.5,100.0,0.0
2042.552,40.5,100.0,0.0
2043.677,40.5,100.0,0.0
2044.793,40.5,100.0,0.0
2045.916,40.5,100.0,0.0
2047.033,40.5,100.0,0.0
2048.151,40.5,100.0,0.0

2049.274,40.5,100.0,0.0
2050.392,40.5,100.0,0.0
2051.514,40.5,100.0,0.0
2052.633,40.5,100.0,0.0
2053.754,40.5,100.0,0.0
2054.872,40.5,100.0,0.0
2055.995,40.5,100.0,0.0
2057.113,40.5,100.0,0.0

2058.235,40.5,100.0,0.0
2059.353,40.5,100.0,0.0
2060.477,40.5,100.0,0.0
2061.594,40.5,100.0,0.0
2062.717,40.5,100.0,0.0
2063.834,40.5,100.0,0.0
2064.957,40.5,100.0,0.0
2066.075,40.5,100.0,0.0
2067.199,40.5,100.0,0.0

2068.315,40.5,100.0,0.0
2069.437,40.5,100.0,0.0
2070.556,40.5,100.0,0.0
2071.678,41.0,100.0,0.0
2072.796,40.5,100.0,0.0
2073.922,40.5,100.0,0.0
2075.036,41.0,100.0,0.0
2076.159,41.0,100.0,0.0

2077.277,41.0,100.0,0.0
2078.399,41.0,100.0,0.0
2079.517,41.0,100.0,0.0
2080.64,41.0,100.0,0.0
2081.758,41.0,100.0,0.0
2082.88,41.0,100.0,0.0
2083.998,41.0,100.0,0.0
2085.12,41.0,100.0,0.0

2086.239,41.0,100.0,0.0
2087.361,41.0,100.0,0.0
2088.479,41.0,100.0,0.0
2089.601,41.0,100.0,0.0
2090.722,41.0,100.0,0.0
2091.842,41.0,100.0,0.0
2092.96,41.0,100.0,0.0
2094.082,41.0,100.0,0.0
2095.2,41.0,100.0,0.0

2096.323,41.0,100.0,0.0
2097.44,41.0,100.0,0.0
2098.559,41.0,100.0,0.0
2099.686,41.0,100.0,0.0
2100.799,41.0,100.0,0.0
2101.922,41.0,100.0,0.0
2103.04,41.0,100.0,0.0
2104.162,41.0,100.0,0.0

2105.28,41.0,100.0,0.0
2106.402,41.0,100.0,0.0
2107.521,41.0,100.0,0.0
2108.643,41.0,100.0,0.0
2109.761,41.0,100.0,0.0
2110.885,41.0,100.0,0.0
2112.001,41.0,100.0,0.0
2113.124,41.0,100.0,0.0
2114.242,41.0,100.0,0.0

2115.364,41.0,100.0,0.0
2116.484,41.0,100.0,0.0
2117.604,41.0,100.0,0.0
2118.723,41.0,100.0,0.0
2119.845,41.0,100.0,0.0
2120.963,41.0,100.0,0.0
2122.085,41.0,100.0,0.0
2123.203,41.0,100.0,0.0

2124.326,41.0,100.0,0.0
2125.444,41.0,100.0,0.0
2126.566,41.0,100.0,0.0
2127.684,41.0,100.0,0.0
2128.807,41.0,100.0,0.0
2129.925,41.0,100.0,0.0
2131.051,41.0,100.0,0.0
2132.165,41.0,100.0,0.0

2133.287,41.0,100.0,0.0
2134.406,41.0,100.0,0.0
2135.528,41.0,100.0,0.0
2136.646,41.0,100.0,0.0
2137.769,41.0,100.0,0.0
2138.886,41.0,100.0,0.0
2140.009,41.0,100.0,0.0
2141.127,41.0,100.0,0.0
2142.249,41.0,100.0,0.0

2143.367,41.0,100.0,0.0
2144.49,41.0,100.0,0.0
2145.608,41.0,100.0,0.0
2146.73,41.0,100.0,0.0
2147.851,41.0,100.0,0.0
2148.97,41.0,100.0,0.0
2150.089,41.0,100.0,0.0
2151.207,41.0,100.0,0.0

2152.329,41.0,100.0,0.0
2153.447,41.0,100.0,0.0
2154.569,41.0,100.0,0.0
2155.688,41.0,100.0,0.0
2156.81,41.0,100.0,0.0
2157.928,41.0,100.0,0.0
2159.051,41.0,100.0,0.0
2160.168,41.0,100.0,0.0
2161.292,41.0,100.0,0.0

2162.409,41.0,100.0,0.0
2163.531,41.0,100.0,0.0
2164.656,41.0,100.0,0.0
2165.772,41.0,100.0,0.0
2166.89,41.0,100.0,0.0
2168.012,41.0,100.0,0.0
2169.13,41.0,100.0,0.0
2170.252,41.5,100.0,0.0

2171.371,41.5,100.0,0.0
2172.493,41.5,100.0,0.0
2173.611,41.0,100.0,0.0
2174.733,41.5,100.0,0.0
2175.851,41.5,100.0,0.0
2176.974,41.5,100.0,0.0
2178.092,41.5,100.0,0.0
2179.223,41.5,100.0,0.0
2180.332,41.5,100.0,0.0

2181.455,41.5,100.0,0.0
2182.573,41.5,100.0,0.0
2183.695,41.5,100.0,0.0
2184.813,41.5,100.0,0.0
2185.935,41.5,100.0,0.0
2187.053,41.5,100.0,0.0
2188.176,41.5,100.0,0.0
2189.294,41.5,100.0,0.0

2190.416,41.5,100.0,0.0
2191.534,41.5,100.0,0.0
2192.657,41.5,100.0,0.0
2193.775,41.5,100.0,0.0
2194.897,41.5,100.0,0.0
2196.017,41.5,100.0,0.0
2197.137,41.5,100.0,0.0
2198.256,41.5,100.0,0.0

2199.374,41.5,100.0,0.0
2200.496,41.5,100.0,0.0
2201.617,41.5,100.0,0.0
2202.737,41.5,100.0,0.0
2203.855,41.5,100.0,0.0
2204.982,41.5,100.0,0.0
2206.095,41.5,100.0,0.0
2207.217,41.5,100.0,0.0
2208.335,41.5,100.0,0.0

2209.458,41.5,100.0,0.0
2210.576,41.5,100.0,0.0
2211.698,41.5,100.0,0.0
2212.817,41.5,100.0,0.0
2213.939,41.5,100.0,0.0
2215.057,41.5,100.0,0.0
2216.179,41.5,100.0,0.0
2217.297,41.5,100.0,0.0

2218.419,41.5,100.0,0.0
2219.538,41.5,100.0,0.0
2220.66,41.5,100.0,0.0
2221.778,41.5,100.0,0.0
2222.9,41.5,100.0,0.0
2224.021,41.5,100.0,0.0
2225.143,41.5,100.0,0.0
2226.259,41.5,100.0,0.0
2227.383,41.5,100.0,0.0

2228.499,41.5,100.0,0.0
2229.621,41.5,100.0,0.0
2230.74,41.5,100.0,0.0
2231.865,41.5,100.0,0.0
2232.981,41.5,100.0,0.0
2234.102,41.5,100.0,0.0
2235.221,41.5,100.0,0.0
2236.343,41.5,100.0,0.0

2237.461,41.5,100.0,0.0
2238.583,41.5,100.0,0.0
2239.702,41.5,100.0,0.0
2240.823,41.5,100.0,0.0
2241.942,41.5,100.0,0.0
2243.064,41.5,100.0,0.0
2244.182,41.5,100.0,0.0
2245.305,41.5,100.0,0.0

2246.423,41.5,100.0,0.0
2247.541,41.5,100.0,0.0
2248.663,41.5,100.0,0.0
2249.781,41.5,100.0,0.0
2250.904,41.5,100.0,0.0
2252.022,41.5,100.0,0.0
2253.144,41.5,100.0,0.0
2254.262,41.5,100.0,0.0
2255.385,41.5,100.0,0.0

2256.503,41.5,100.0,0.0
2257.625,41.5,100.0,0.0
2258.743,41.5,100.0,0.0
2259.865,41.5,100.0,0.0
2260.984,41.5,100.0,0.0
2262.106,41.5,100.0,0.0
2263.224,41.5,100.0,0.0
2264.348,42.0,100.0,0.0

2265.464,41.5,100.0,0.0
2266.587,42.0,100.0,0.0
2267.705,42.0,100.0,0.0
2268.827,42.0,100.0,0.0
2269.945,42.0,100.0,0.0
2271.067,42.0,100.0,0.0
2272.186,42.0,100.0,0.0
2273.308,42.0,100.0,0.0
2274.426,42.0,100.0,0.0

2275.549,42.0,100.0,0.0
2276.667,42.0,100.0,0.0
2277.789,42.0,100.0,0.0
2278.909,42.0,100.0,0.0
2280.032,42.0,100.0,0.0
2281.148,42.0,100.0,0.0
2282.27,42.0,100.0,0.0
2283.388,42.0,100.0,0.0

2284.51,42.0,100.0,0.0
2285.628,42.0,100.0,0.0
2286.75,42.0,100.0,0.0
2287.869,42.0,100.0,0.0
2288.991,42.0,100.0,0.0
2290.109,42.0,100.0,0.0
2291.231,42.0,100.0,0.0
2292.35,42.0,100.0,0.0

2293.472,42.0,100.0,0.0
2294.59,42.0,100.0,0.0
2295.715,42.0,100.0,0.0
2296.83,42.0,100.0,0.0
2297.949,42.0,100.0,0.0
2299.072,42.0,100.0,0.0
2300.189,42.0,100.0,0.0
2301.311,42.0,100.0,0.0
2302.429,42.0,100.0,0.0

2303.551,42.0,100.0,0.0
2304.67,42.0,100.0,0.0
2305.792,42.0,100.0,0.0
2306.91,42.0,100.0,0.0
2308.034,42.0,100.0,0.0
2309.151,42.0,100.0,0.0
2310.273,42.0,100.0,0.0
2311.391,42.0,100.0,0.0

2312.516,42.0,100.0,0.0
2313.632,42.0,100.0,0.0
2314.754,42.0,100.0,0.0
2315.872,42.0,100.0,0.0
2316.994,42.0,100.0,0.0
2318.118,42.0,100.0,0.0
2319.234,42.0,100.0,0.0
2320.353,42.0,100.0,0.0
2321.478,42.0,100.0,0.0

2322.593,42.0,100.0,0.0
2323.715,42.0,100.0,0.0
2324.834,42.0,100.0,0.0
2325.961,42.0,100.0,0.0
2327.074,42.0,100.0,0.0
2328.196,42.0,100.0,0.0
2329.315,42.0,100.0,0.0
2330.437,42.0,100.0,0.0

2331.555,42.0,100.0,0.0
2332.684,42.0,100.0,0.0
2333.795,42.0,100.0,0.0
2334.917,42.0,100.0,0.0
2336.036,42.0,100.0,0.0
2337.158,42.0,100.0,0.0
2338.276,42.0,100.0,0.0
2339.398,42.0,100.0,0.0
2340.517,42.0,100.0,0.0

2341.639,42.0,100.0,0.0
2342.757,42.0,100.0,0.0
2343.88,42.0,100.0,0.0
2344.997,42.0,100.0,0.0
2346.117,42.0,100.0,0.0
2347.238,42.0,100.0,0.0
2348.356,42.0,100.0,0.0
2349.478,42.0,100.0,0.0

2350.597,42.0,100.0,0.0
2351.719,42.0,100.0,0.0
2352.837,42.0,100.0,0.0
2353.959,42.0,100.0,0.0
2355.077,42.0,100.0,0.0
2356.2,42.0,100.0,0.0
2357.318,42.0,100.0,0.0
2358.44,42.0,100.0,0.0

2359.558,42.5,100.0,0.0
2360.684,42.5,100.0,0.0
2361.799,42.5,100.0,0.0
2362.921,42.5,100.0,0.0
2364.04,42.5,100.0,0.0
2365.163,42.5,100.0,0.0
2366.281,42.5,100.0,0.0
2367.401,42.5,100.0,0.0
2368.52,42.5,100.0,0.0

2369.642,42.5,100.0,0.0
2370.76,42.5,100.0,0.0
2371.883,42.5,100.0,0.0
2373.001,42.5,100.0,0.0
2374.123,42.5,100.0,0.0
2375.241,42.5,100.0,0.0
2376.363,42.5,100.0,0.0
2377.484,42.5,100.0,0.0

2378.604,42.5,100.0,0.0
2379.722,42.5,100.0,0.0
2380.85,42.5,100.0,0.0
2381.964,42.5,100.0,0.0
2383.085,42.5,100.0,0.0
2384.203,42.5,100.0,0.0
2385.325,42.5,100.0,0.0
2386.443,42.5,100.0,0.0
2387.565,42.5,100.0,0.0

2388.684,42.5,100.0,0.0
2389.806,42.5,100.0,0.0
2390.924,42.5,100.0,0.0
2392.048,42.5,100.0,0.0
2393.165,42.5,100.0,0.0
2394.284,42.5,100.0,0.0
2395.405,42.5,100.0,0.0
2396.523,42.5,100.0,0.0

2397.648,42.5,100.0,0.0
2398.764,42.5,100.0,0.0
2399.886,42.5,100.0,0.0
2401.004,42.5,100.0,0.0
2402.126,42.5,100.0,0.0
2403.249,42.5,100.0,0.0
2404.367,42.5,100.0,0.0
2405.485,42.5,100.0,0.0

2406.607,42.5,100.0,0.0
2407.725,42.5,100.0,0.0
2408.848,42.5,100.0,0.0
2409.965,42.5,100.0,0.0
2411.088,42.5,100.0,0.0
2412.206,42.5,100.0,0.0
2413.328,42.5,100.0,0.0
2414.448,42.5,100.0,0.0
2415.569,42.5,100.0,0.0

2416.687,42.5,100.0,0.0
2417.809,42.5,100.0,0.0
2418.927,42.5,100.0,0.0
2420.05,42.5,100.0,0.0
2421.168,42.5,100.0,0.0
2422.29,42.5,100.0,0.0
2423.408,42.5,100.0,0.0
2424.531,42.5,100.0,0.0

2425.649,42.5,100.0,0.0
2426.771,42.5,100.0,0.0
2427.889,42.5,100.0,0.0
2429.015,42.5,100.0,0.0
2430.13,42.5,100.0,0.0
2431.252,42.5,100.0,0.0
2432.37,42.5,100.0,0.0
2433.492,42.5,100.0,0.0
2434.61,42.5,100.0,0.0

2435.733,42.5,100.0,0.0
2436.851,42.5,100.0,0.0
2437.973,42.5,100.0,0.0
2439.091,42.5,100.0,0.0
2440.209,42.5,100.0,0.0
2441.332,42.5,100.0,0.0
2442.45,42.5,100.0,0.0
2443.572,42.5,100.0,0.0

2444.691,42.5,100.0,0.0
2445.813,42.5,100.0,0.0
2446.931,42.5,100.0,0.0
2448.053,42.5,100.0,0.0
2449.171,42.5,100.0,0.0
2450.294,42.5,100.0,0.0
2451.412,42.5,100.0,0.0
2452.535,42.5,100.0,0.0

2453.652,42.5,100.0,0.0
2454.774,42.5,100.0,0.0
2455.892,43.0,100.0,0.0
2457.015,43.0,100.0,0.0
2458.133,43.0,100.0,0.0
2459.255,42.5,100.0,0.0
2460.374,43.0,100.0,0.0
2461.496,43.0,100.0,0.0
2462.614,43.0,100.0,0.0

2463.736,43.0,100.0,0.0
2464.854,43.0,100.0,0.0
2465.976,43.0,100.0,0.0
2467.094,43.0,100.0,0.0
2468.217,43.0,100.0,0.0
2469.335,43.0,100.0,0.0
2470.458,43.0,100.0,0.0
2471.581,43.0,100.0,0.0

2472.698,43.0,100.0,0.0
2473.816,43.0,100.0,0.0
2474.938,43.0,100.0,0.0
2476.056,43.0,100.0,0.0
2477.181,43.0,100.0,0.0
2478.306,43.0,100.0,0.0
2479.419,43.0,100.0,0.0
2480.537,43.0,100.0,0.0
2481.659,43.0,100.0,0.0

2482.781,43.0,100.0,0.0
2483.9,43.0,100.0,0.0
2485.018,43.0,100.0,0.0
2486.14,43.0,100.0,0.0
2487.258,43.0,100.0,0.0
2488.381,43.0,100.0,0.0
2489.499,43.0,100.0,0.0
2490.621,43.0,100.0,0.0

2491.739,43.0,100.0,0.0
2492.857,43.0,100.0,0.0
2493.98,43.0,100.0,0.0
2495.098,43.0,100.0,0.0
2496.22,43.0,100.0,0.0
2497.338,43.0,100.0,0.0
2498.46,43.0,100.0,0.0
2499.58,43.0,100.0,0.0
2500.701,43.0,100.0,0.0

2501.819,43.0,100.0,0.0
2502.941,43.0,100.0,0.0
2504.06,43.0,100.0,0.0
2505.182,43.0,100.0,0.0
2506.3,43.0,100.0,0.0
2507.422,43.0,100.0,0.0
2508.54,43.0,100.0,0.0
2509.662,43.0,100.0,0.0

2510.781,43.0,100.0,0.0
2511.903,43.0,100.0,0.0
2513.021,43.0,100.0,0.0
2514.143,43.0,100.0,0.0
2515.262,43.0,100.0,0.0
2516.384,43.0,100.0,0.0
2517.502,43.0,100.0,0.0
2518.624,43.0,100.0,0.0

2519.742,43.0,100.0,0.0
2520.866,43.0,100.0,0.0
2521.983,43.0,100.0,0.0
2523.105,43.0,100.0,0.0
2524.223,43.0,100.0,0.0
2525.346,43.0,100.0,0.0
2526.464,43.0,100.0,0.0
2527.586,43.0,100.0,0.0
2528.705,43.0,100.0,0.0

2529.826,43.0,100.0,0.0
2530.945,43.0,100.0,0.0
2532.067,43.0,100.0,0.0
2533.185,43.0,100.0,0.0
2534.307,43.0,100.0,0.0
2535.426,43.0,100.0,0.0
2536.548,43.0,100.0,0.0
2537.666,43.0,100.0,0.0

2538.788,43.0,100.0,0.0
2539.907,43.0,100.0,0.0
2541.025,43.0,100.0,0.0
2542.147,43.0,100.0,0.0
2543.265,43.0,100.0,0.0
2544.387,43.0,100.0,0.0
2545.506,43.0,100.0,0.0
2546.628,43.0,100.0,0.0
2547.748,43.0,100.0,0.0

2548.868,43.0,100.0,0.0
2549.986,43.0,100.0,0.0
2551.109,43.0,100.0,0.0
2552.227,43.0,100.0,0.0
2553.349,43.5,100.0,0.0
2554.468,43.0,100.0,0.0
2555.589,43.5,100.0,0.0
2556.718,43.5,100.0,0.0

2557.83,43.5,100.0,0.0
2558.948,43.5,100.0,0.0
2560.07,43.5,100.0,0.0
2561.188,43.5,100.0,0.0
2562.313,43.5,100.0,0.0
2563.429,43.5,100.0,0.0
2564.551,43.5,100.0,0.0
2565.669,43.5,100.0,0.0

2566.792,43.5,100.0,0.0
2567.91,43.5,100.0,0.0
2569.032,43.5,100.0,0.0
2570.15,43.5,100.0,0.0
2571.272,43.5,100.0,0.0
2572.39,43.5,100.0,0.0
2573.513,43.5,100.0,0.0
2574.631,43.5,100.0,0.0
2575.753,43.5,100.0,0.0

2576.871,43.5,100.0,0.0
2577.994,43.5,100.0,0.0
2579.112,43.5,100.0,0.0
2580.234,43.5,100.0,0.0
2581.352,43.5,100.0,0.0
2582.474,43.5,100.0,0.0
2583.593,43.5,100.0,0.0
2584.715,43.5,100.0,0.0

2585.833,43.5,100.0,0.0
2586.955,43.5,100.0,0.0
2588.083,43.5,100.0,0.0
2589.196,43.5,100.0,0.0
2590.314,43.5,100.0,0.0
2591.436,43.5,100.0,0.0
2592.554,43.5,100.0,0.0
2593.674,43.5,100.0,0.0
2594.795,43.5,100.0,0.0

2595.92,43.5,100.0,0.0
2597.035,43.5,100.0,0.0
2598.153,43.5,100.0,0.0
2599.28,43.5,100.0,0.0
2600.394,43.5,100.0,0.0
2601.516,43.5,100.0,0.0
2602.634,43.5,100.0,0.0
2603.756,43.5,100.0,0.0

2604.875,43.5,100.0,0.0
2605.997,43.5,100.0,0.0
2607.115,43.5,100.0,0.0
2608.237,43.5,100.0,0.0
2609.355,43.5,100.0,0.0
2610.48,43.5,100.0,0.0
2611.596,43.5,100.0,0.0
2612.718,43.5,100.0,0.0

2613.836,43.5,100.0,0.0
2614.959,43.5,100.0,0.0
2616.077,43.5,100.0,0.0
2617.2,43.5,100.0,0.0
2618.317,43.5,100.0,0.0
2619.439,43.5,100.0,0.0
2620.558,43.5,100.0,0.0
2621.684,43.5,100.0,0.0
2622.798,43.5,100.0,0.0

2623.92,43.5,100.0,0.0
2625.038,43.5,100.0,0.0
2626.161,43.5,100.0,0.0
2627.279,43.5,100.0,0.0
2628.401,43.5,100.0,0.0
2629.52,43.5,100.0,0.0
2630.642,43.5,100.0,0.0
2631.76,43.5,100.0,0.0

2632.882,43.5,100.0,0.0
2634.0,43.5,100.0,0.0
2635.122,43.5,100.0,0.0
2636.241,43.5,100.0,0.0
2637.363,43.5,100.0,0.0
2638.481,43.5,100.0,0.0
2639.603,43.5,100.0,0.0
2640.722,43.5,100.0,0.0
2641.84,43.5,100.0,0.0

2642.962,43.5,100.0,0.0
2644.08,43.5,100.0,0.0
2645.203,43.5,100.0,0.0
2646.32,43.5,100.0,0.0
2647.444,43.5,100.0,0.0
2648.561,43.5,100.0,0.0
2649.683,43.5,100.0,0.0
2650.801,43.5,100.0,0.0

2651.924,43.5,100.0,0.0
2653.042,43.5,100.0,0.0
2654.164,44.0,100.0,0.0
2655.282,44.0,100.0,0.0
2656.404,44.0,100.0,0.0
2657.523,44.0,100.0,0.0
2658.645,44.0,100.0,0.0
2659.763,44.0,100.0,0.0
2660.885,44.0,100.0,0.0

2662.004,44.0,100.0,0.0
2663.126,44.0,100.0,0.0
2664.244,44.0,100.0,0.0
2665.366,44.0,100.0,0.0
2666.484,44.0,100.0,0.0
2667.607,44.0,100.0,0.0
2668.725,44.0,100.0,0.0
2669.847,44.0,100.0,0.0

2670.965,44.0,100.0,0.0
2672.087,44.0,100.0,0.0
2673.206,44.0,100.0,0.0
2674.328,44.0,100.0,0.0
2675.446,44.0,100.0,0.0
2676.569,44.0,100.0,0.0
2677.686,44.0,100.0,0.0
2678.818,44.0,100.0,0.0

2679.927,44.0,100.0,0.0
2681.049,44.0,100.0,0.0
2682.167,44.0,100.0,0.0
2683.291,44.0,100.0,0.0
2684.408,44.0,100.0,0.0
2685.53,44.0,100.0,0.0
2686.648,44.0,100.0,0.0
2687.771,44.0,100.0,0.0
2688.889,44.0,100.0,0.0

2690.012,44.0,100.0,0.0
2691.131,44.0,100.0,0.0
2692.251,44.0,100.0,0.0
2693.369,44.0,100.0,0.0
2694.488,44.0,100.0,0.0
2695.612,44.0,100.0,0.0
2696.728,44.0,100.0,0.0
2697.85,44.0,100.0,0.0

2698.969,44.0,100.0,0.0
2700.091,44.0,100.0,0.0
2701.21,44.0,100.0,0.0
2702.331,44.0,100.0,0.0
2703.449,44.0,100.0,0.0
2704.572,44.0,100.0,0.0
2705.691,44.0,100.0,0.0
2706.812,44.0,100.0,0.0
2707.93,44.0,100.0,0.0

2709.053,44.0,100.0,0.0
2710.171,44.0,100.0,0.0
2711.293,44.0,100.0,0.0
2712.411,44.0,100.0,0.0
2713.533,44.0,100.0,0.0
2714.652,44.0,100.0,0.0
2715.774,44.0,100.0,0.0
2716.892,44.0,100.0,0.0

2718.014,44.0,100.0,0.0
2719.132,44.0,100.0,0.0
2720.255,44.0,100.0,0.0
2721.373,44.0,100.0,0.0
2722.495,44.0,100.0,0.0
2723.614,44.0,100.0,0.0
2724.736,44.0,100.0,0.0
2725.854,44.0,100.0,0.0

2726.978,44.0,100.0,0.0
2728.095,44.0,100.0,0.0
2729.216,44.0,100.0,0.0
2730.334,44.0,100.0,0.0
2731.461,44.0,100.0,0.0
2732.575,44.0,100.0,0.0
2733.697,44.0,100.0,0.0
2734.815,44.0,100.0,0.0
2735.938,44.0,100.0,0.0

2737.056,44.0,100.0,0.0
2738.178,44.0,100.0,0.0
2739.296,44.0,100.0,0.0
2740.419,44.0,100.0,0.0
2741.537,44.0,100.0,0.0
2742.659,44.0,100.0,0.0
2743.777,44.0,100.0,0.0
2744.896,44.0,100.0,0.0

2746.018,44.0,100.0,0.0
2747.136,44.0,100.0,0.0
2748.259,44.0,100.0,0.0
2749.376,44.0,100.0,0.0
2750.498,44.0,100.0,0.0
2751.617,44.0,100.0,0.0
2752.739,44.0,100.0,0.0
2753.857,44.0,100.0,0.0
2754.987,44.5,100.0,0.0

2756.097,44.5,100.0,0.0
2757.22,44.5,100.0,0.0
2758.338,44.5,100.0,0.0
2759.46,44.5,100.0,0.0
2760.58,44.5,100.0,0.0
2761.701,44.5,100.0,0.0
2762.819,44.5,100.0,0.0
2763.941,44.5,100.0,0.0

2765.059,44.5,100.0,0.0
2766.182,44.5,100.0,0.0
2767.301,44.5,100.0,0.0
2768.422,44.5,100.0,0.0
2769.54,44.5,100.0,0.0
2770.662,44.5,100.0,0.0
2771.78,44.5,100.0,0.0
2772.903,44.5,100.0,0.0

2774.021,44.5,100.0,0.0
2775.143,44.5,100.0,0.0
2776.261,44.5,100.0,0.0
2777.393,44.5,100.0,0.0
2778.502,44.5,100.0,0.0
2779.624,44.5,100.0,0.0
2780.745,44.5,100.0,0.0
2781.864,44.5,100.0,0.0
2782.983,44.5,100.0,0.0

2784.105,44.5,100.0,0.0
2785.223,44.5,100.0,0.0
2786.345,44.5,100.0,0.0
2787.463,44.5,100.0,0.0
2788.586,44.5,100.0,0.0
2789.704,44.5,100.0,0.0
2790.826,44.5,100.0,0.0
2791.944,44.5,100.0,0.0

2793.067,44.5,100.0,0.0
2794.185,44.5,100.0,0.0
